,index_new,atel_num,Sentence,label,process
538,538,11424.0,"We obtained both a low resolution spectrum (wavelength range 3000-7000 A, resolution 5.6 A) and a moderate resolution spectrum (5500-6750 A, resolution 1.7 A).",0.0,obtain low resolut spectrum wavelength rang resolut moder resolut spectrum resolut 
539,539,11426.0,"We performed high-speed photometry with time resolutions of 66.294- and 6.149-msec by using a wide-field CMOS camera, Tomo-e Gozen (Sako et al.2016, SPIE, 9908, 99083P; Ohsawa et al.2016, SPIE, 9913, 991339;  ), attached to the 1.05-m Kiso Schmidt telescope at Kiso observatory in Japan on March 14, 2018(UT).",0.0,perform high speed photometri time resolut msec use wide field cmo camera tomo e gozen sako et al spie p ohsawa et al spie attach kiso schmidt telescop kiso observatori japan march ut 
540,540,11427.0,"The hard X-ray flux of MAXI J1820+070 was rapidly increasing: on March 15th it reached 1 Crab, 1.5 Crab and 1.8 Crab in the energy ranges 15-40 KeV and 40-80 keV and 80-150 keV, respectively.",0.0,hard x ray flux maxi j rapidli increas march th reach crab crab crab energi rang kev kev kev respect
541,541,11428.0,"Variables MASTER OT J082409.39+571713.3 discovery- PSN in PGC023593 (59.6""W, 4.8""S) MASTER-Kislovodsk auto-detection system discovered OT source at (RA, Dec) = 08h 24m 09.39s +57d 17m 13.3s on 2018-03-15.87081 UT.",1.0,variabl master ot j discoveri psn pgc w master kislovodsk auto detect system discov ot sourc ra dec h ut
542,542,11428.0,The OT unfiltered magnitude is 17.3m (limit 19.6m).,0.0,ot unfilt magnitud limit 
543,543,11432.0,"The observation was carried out on 2018 March 15, starting at 01:39 (UT), for a duration of 1.8 ks (XRT) and 1.2 ks (UVOT).",0.0,observ carri march start ut durat ks xrt ks uvot 
544,544,11433.0,"The SN was discovered at 20.2 mag, which assuming a distance modulus of 35.3 mag for the host galaxy IC 855 (based on its redshift), corresponds to an absolute magnitude of -15.2 -- or ~4 mag below peak brightness.",0.0,sn discov mag assum distanc modulu mag host galaxi ic base redshift correspond absolut magnitud mag peak bright
545,545,11434.0,"The XRT detected an X-ray source with the net count rate of 0.013 +/-0.003 cts/s located 3.5"" (error radius is 5.8"") from the optical transient.",0.0,xrt detect x ray sourc net count rate ct locat error radiu optic transient
546,546,11434.0,"Fixing the absorbing column density to the Galactic value in the direction of the source, n_H1 = 1.63x10^20 cm^-2 (Kalberla et al.2005 A&A, 440, 775), the spectrum can be fit with the absorbed power law with the photon index of 2.15 +/-0.40 and the unabsorbed 0.3-10 keV flux of 4.3x10^-13 ergs/cm^2/s.",0.0,fix absorb column densiti galact valu direct sourc n h x cm kalberla et al spectrum fit absorb power law photon index unabsorb kev flux x erg cm
547,547,11434.0,"UVW2 19.46 0.18 UVM2 19.74 0.29 UVW1 19.47 0.34 U 19.18 0.31 B >19.86 V 18.76 0.24 The above magnitudes are not corrected for the Galactic reddening of E(B-V)=0.013 (Schlafly et al.2011 ApJ, 737, 103) and are not host-subtracted.",0.0,uvw uvm uvw u b v magnitud correct galact redden e b v schlafli et al apj host subtract
548,548,11435.0,Assuming power law emission with the photon index of 2 and HI column density of 3.07x10^20 cm^-2 this translates to the unabsorbed 0.3-10 keV flux limit of 1.4x10^-13 ergs/cm^2/s.,0.0,assum power law emiss photon index hi column densiti x cm translat unabsorb kev flux limit x erg cm
549,549,11435.0,"2458192.21 UVW2 19.50 0.20 2458192.00 UVW1 19.00 0.09 2458192.20 U 18.65 0.22 2458192.20 B 19.26 0.27 2458192.21 V >18.68 Taking into account the Galactic reddening of E(B-V)=0.032 (Schlafly et al.2011 ApJ, 737, 103) these magnitudes suggest a black-body emission with the temperature ~9000 K (observer's frame).",0.0,uvw uvw u b v take account galact redden e b v schlafli et al apj magnitud suggest black bodi emiss temperatur k observ frame 
550,550,11436.0,"The Fermi-LAT 3FHL catalog (Ackermann et al.2017 ApJS 232, 18) lists a photon index of 1.65 &plusmn 0.33 for 3C 264 which, when extrapolated to the VHE band, is consistent with the VERITAS detection.",0.0,fermi lat fhl catalog ackermann et al apj list photon index plusmn c extrapol vhe band consist verita detect
551,551,11437.0,"We used ULTRACAM's drift mode and 50 pixel windows to image at a frame rate of 72.5 Hz, with a mean deadtime of 1.2 ms.",0.0,use ultracam drift mode pixel window imag frame rate hz mean deadtim ms
552,552,11437.0,"The fractional rms variability amplitude (Vaughan et al.2003 MNRAS 345 1271) is 0.22 and 0.12 in i' and g', respectively.",0.0,fraction rm variabl amplitud vaughan et al mnra g respect
553,553,11439.0,"We have observed the new X-ray transient MAXI J1820+070 (ATel #11399, #11400, #11403, #11404, #11406, #11418, #11421, #11423, #11424, #11426, #11427, #11432, #11437) with the RATAN-600 radio telescope (SAO RAS,  ) at 4.7, 8.2 and 11.2 GHz on March 18 2018 (MJD 58195.161).",0.0,observ new x ray transient maxi j atel ratan radio telescop sao ra ghz march mjd 
554,554,11440.0,"With these data, we measure the position of the source to be,</br> RA(J2000) = 18h20m21.94 +/- 0.001s (0.02&#34;)</br> DEC(J2000) = +07d11&#39;07.24 +/- 0.06&#34;</br> This position lies within the X-ray error circle (1.33 arcsec separation; ATel #11406), and is consistent with the reported optical position (0.05 arcsec separation from a star in archival Gaia DR1 data; ATel #11424, and 0.6 arcsec separation from ASASSN-18ey; ATel #11400).",1.0,data measur posit sourc br ra jtwothousand h br dec jtwothousand br posit lie within x ray error circl arcsec separ atel consist report optic posit arcsec separ star archiv gaia dr data atel arcsec separ asassn ey atel 
555,555,11440.0,"We find a best fit with an N_H of (3.0 +/- 0.5)E20 cm<sup>-2</sup> and a photon index of 1.50 +/- 0.02, providing an unabsorbed 0.5-10 keV X-ray flux of (8.96 +/- 0.08)E-9 erg/s/cm^2, corresponding to a 0.5-10 keV X-ray luminosity of (6.87 +/- 0.15)E37*(d/8kpc)^2 erg/s (all errors are 1-sigma).",0.0,find best fit n h e cm sup sup photon index provid unabsorb kev x ray flux e erg cm correspond kev x ray luminos e kpc erg error sigma 
556,556,11443.0,We report the discovery of a probable nova in M83 on a co-added 960-s R-band CCD frame taken on 2018 Feb. 26.233 UT with the Danish 1.54-m telescope at La Silla.,0.0,report discoveri probabl nova co ad r band ccd frame taken feb ut danish telescop la silla
557,557,11443.0,"The following R-band magnitudes were obtained using the Danish 1.54-m telescope at La Silla: 2018 Feb. 15.397 UT, [23.2; 26.233, 21.5 &plusmn; 0.15; 27.208, 21.6 &plusmn; 0.15; 28.200, 21.3 &plusmn; 0.25; Mar.",0.0,follow r band magnitud obtain use danish telescop la silla feb ut plusmn plusmn plusmn mar
558,558,11447.0,"elliptical error region with long and short radii of 0.41 deg and 0.34 deg, respectively.",0.0,ellipt error region long short radii deg deg respect
559,559,11450.0,"Transient, Variables MASTER OT J150803.15-270155.0 discovery- PSN in 1""E,0.8""N of 2MASXJ15080310-2701553 galaxy or AGN flare MASTER-SAAO auto-detection system ( Lipunov et al., ""MASTER Global Robotic Net"",Advances in Astronomy, 2010, 30L ) discovered OT source at (RA, Dec) = 15h 08m 03.15s -27d 01m 55.0s on 2018-03-18 01:43:02.836 UT.",0.0,transient variabl master ot j discoveri psn e n masxj galaxi agn flare master saao auto detect system lipunov et al master global robot net advanc astronomi l discov ot sourc ra dec h ut
560,560,11450.0,The OT unfiltered magnitude is 17.1m (limit 20.1m).,0.0,ot unfilt magnitud limit 
561,561,11140.0,"We have previous outburst in 2016 2016-07-22 02:30:10UT 16.4 (2 images) 2016-07-23 02:37:32UT 16.0 (2 images) 2016-07-25 02:49:27UT 17.2 (2 images) 2016-07-30 02:15:32UT no OT mlim=18.1 There is GSC2.3.2 star with B=17.04,R=17.97 in 1992.568,also IGSL source (Smart et al., 2013) with B_(GSC2.3)=19.9 (1992.5699) in VIZIER <a href="" "">database</a> Spectral observations, deep photometry are required.",0.0,previou outburst ut imag ut imag ut imag ut ot mlim gsc  star b r also igsl sourc smart et al b gsc vizier href databas spectral observ deep photometri requir
562,562,11165.0,The OT is seen in 20 images on 2018-01-10 19:48:11.705-19:59:41.674UT; 2018-01-11 19:29:47.604- 19:40:52.582UT; 2018-01-13 20:11:50.703-20:22:58.955UTUT.,0.0,ot seen imag ut ut utut
563,563,11225.0,The OT unfiltered magnitude is 19.3m (limit 19.8m) The OT is seen in 2 images (MASTER IPN inspection mode) at 2018-01-14 15:35:34UT +180s exposition 2018-01-14 15:51:47UT +180s exposition There is no minor planet at this place.,0.0,ot unfilt magnitud limit ot seen imag master ipn inspect mode ut exposit ut exposit minor planet place
564,564,11242.0,"This new Chandra program acquired several exposures of GRB170817A: ObsID, ExpTime, StartDate, Days Post-Burst ----- ------- --------- --------------- 20936 31.75 ks 2018-01-17 21:55:17 153.5 days 20938 15.86 ks 2018-01-21 13:45:18 157.1 days 20939 22.25 ks 2018-01-24 08:18:48 159.9 days Since these new Chandra exposures are close in time and the X-ray emission of GRB170817A is not expected to vary significantly over <10 day timescales, we co-add these three data sets into one 69.86 ks exposure at 156.4 days post-burst.",0.0,new chandra program acquir sever exposur grb obsid exptim startdat day post burst ks day ks day ks day sinc new chandra exposur close time x ray emiss grb expect vari significantli day timescal co add three data set one ks exposur day post burst
565,565,11247.0,"There are 10 images with this PSN We have reference images without OT on 2017-12-19 06:47:13UT with unfiltered magnitude mlim=18.5, on 2016-02-11 05:09:58UT with unfiltered mlim=20.6 (MASTER W=0.2B+0.8R calibrated by USNO-B1) The discovery and reference images are available   <center><a href="" "">List of Optical Transients discovered by MASTER</a></center> MASTER Global Robotic Net:",0.0,imag psn refer imag without ot ut unfilt magnitud mlim ut unfilt mlim master w b r calibr usno b discoveri refer imag avail center href list optic transient discov master center master global robot net
566,566,11252.0,The source was observed during revolutions 1913 and 1914; observations were performed between 2018-01-29 15:06:58 and 2018-01-30 10:24:00 UTC (exposure time 326 ks).,0.0,sourc observ revolut observ perform utc exposur time ks 
567,567,11262.0,The OT is seen in 8 images (2018-02-04 20:36:58.954-22:48:31.554UT).,0.0,ot seen imag ut 
568,568,11264.0,"Moreover, INTEGRAL detected two short bursts from CXOU J1647 on 2018 February 6 at 07:25:58 UT and 12:33:36 UT.",0.0,moreov integr detect two short burst cxou j februari ut ut
569,569,11270.0,The INTEGRAL Bust Alert System (IBAS) detected two short bursts in the IBIS/ISGRI data at 2018-02-06 07:25:58.47 (trigger ID 8007) 2018-02-06 12:33:36.17 (trigger ID 8008).,0.0,integr bust alert system iba detect two short burst ibi isgri data trigger id trigger id 
570,570,11270.0,"INTEGRAL serendipitously observed PSR J1647-4552 from 2018-02-03 14:02:05 to 2018-02-04 12:14:00, and from 2018-02-05 21:09:14 to 2018-02-06 12:13:46, during the observation of the Muscae Region (PI A. Bazzano) for a total on-source time of 141 ks.",0.0,integr serendipit observ psr j observ musca region pi bazzano total sourc time ks
571,571,11282.0,NuSTAR observed NGC 300 on UT 2018-01-31T01:23:50 -- 2018-02-01T06:39:02.,0.0,nustar observ ngc ut 
572,572,11300.0,"V mag ASASSN-18cs 17:34:08.84 -43:05:50.5 346.74 -5.544 2018-02-13.37 13.7 ASASSN-18cs was discovered in images obtained on UT 2018-02-13.37 at V~13.7, and it is also detected in g-band data from the ""Paczynski"" telescope at UT 2018-02-14.38 at g~13.7.",0.0,v mag asassn cs asassn cs discov imag obtain ut v also detect g band data paczynski telescop ut g 
573,573,11318.0,"The source was at the edge of the IBIS field of view and could thus not be reliably analyzed during the Galactic Bulge Monitoring campaign (PI Kuulkers) from 2018-02-16 13:03:15 to 2018-02-16 16:44:50 during INTEGRAL revolution 1920, i.e., directly following the previous detections.",0.0,sourc edg ibi field view could thu reliabl analyz galact bulg monitor campaign pi kuulker integr revolut ie directli follow previou detect
574,574,11318.0,"From 2018-02-16 17:00:39 to 2018-02-17 07:42:29 during the Galactic Center monitoring programme (PI Wilms) in INTEGRAL revolution 1920, we detect the source at: 15.3\pm0.7 cps or 153 mCrab in 20-40 keV band</br> 7.1\pm0.6 cps or 130 mCrab in 40-80 keV band We use source position for Swift J1658.2-4242 as reported in ATel #11310.",0.0,galact center monitor programm pi wilm integr revolut detect sourc pm cp mcrab kev band br pm cp mcrab kev band use sourc posit swift j report atel 
575,575,11321.0,NuSTAR observed Swift J1658.2-4242 from 2018-02-16T23:26:09 to 2018-02-17T20:51:09 with a total exposure of 33.3 ks.,0.0,nustar observ swift j total exposur ks
576,576,11322.0,We observed Swift J1658.2-4242 with the Australia Compact Telescope Array (ATCA) between 2018-02-17 19:48:29.9 UT and 2018-02-18 02:29:09.9 UT (MJD 58166.96 +/- 0.14).,0.0,observ swift j australia compact telescop array atca ut ut mjd 
577,577,11322.0,Swift/XRT observations of the were taken a few hours earlier (between 2018-02-17 10:38:02 UT and 2018-02-17 16:43:58 UT; MJD 58166.57 +/- 0.13).,0.0,swift xrt observ taken hour earlier ut ut mjd 
578,578,11339.0,"The instrument is hosted in a dome on the roof of the Department building, 0.7 km southwards of the city center (43 18 45 N 11 20 12 E).",0.0,instrument host dome roof depart build km southward citi center n e 
579,579,11356.0,"Swift/XRT observed MAXI J1813-095 on 2018-02-21 (between 11:40:06 and 11:58:12 UT) and 2018-02-23 (22:25:00 to 22:44:00 UT), bracketing our radio observation.",0.0,swift xrt observ maxi j ut ut bracket radio observ
580,580,11375.0,"The observation of J1658 was performed between 2018-02-20 18:21:45 UT and 2018-02-21 04:25:38 UT, covering 7 satellite orbits, for a total of 20 ks exposure.",0.0,observ j perform ut ut cover satellit orbit total ks exposur
581,581,11378.0,"On 4 March 2018, between 00:00:00 / 06:00:00 UTC, this source underwent a flare with a six-hour averaged gamma-ray flux (E>100MeV) of (1.2+/-0.3) X 10^-6 photons cm^-2 s^-1 (statistical uncertainties only) and a spectral index of 1.94+/-0.18.",0.0,march utc sourc underw flare six hour averag gamma ray flux e mev x photon cm statist uncertainti spectral index 
582,582,11386.0,This allows us to derive the following upper limits from these data: Before the event (UTC 2018-03-01 06:15:33 - 07:11:07): 20 - 40 keV : 290 mCrab or 2.2e-9 erg/cm2/s 40 - 80 keV : 453 mCrab or 3.3e-9 erg/cm2/s After the event (UTC 2018-03-01 08:11:03 - 09:06:37): 20 - 40 keV : 88 mCrab or 6.8e-10 erg/cm2/s 40 - 80 keV : 146 mCrab or 1.0e-9 erg/cm2/s INTEGRAL serendipitous upper limits on FRB180301:,0.0,allow us deriv follow upper limit data event utc kev mcrab e erg cm kev mcrab e erg cm event utc kev mcrab e erg cm kev mcrab e erg cm integr serendipit upper limit frb
583,583,11393.0,Their spectra were obtained on UT 2018 03 09.7 and UT 2018 03 09.8 with the Xinglong 2.16-m telescope (+BFOSC) at Xinglong Observatory of NAOC.,0.0,spectra obtain ut ut xinglong telescop bfosc xinglong observatori naoc
584,584,11402.0,"The images were obtained with the 2m RCC telescope (2018 03 09 UT) and 50/70 cm Schmidt telescope (2018 03 11 UT) at NAO Rozhen, Bulgaria.",0.0,imag obtain rcc telescop ut cm schmidt telescop ut nao rozhen bulgaria
585,585,11402.0,"The magnitudes are: M31N 2018-03a 2018 03 09.785 UT, R = 16.26 +/- 0.01, 2mRCC 2018 03 09.804 UT, Ha = 15.95 +/- 0.05, 2mRCC 2018 03 11.738 UT, R = 16.14 +/- 0.02, 50/70cm M31N 2018-03b 2018 03 09.781 UT, R = 19.01 +/- 0.08, 2mRCC 2018 03 09.797 UT, Ha = 18.3 +/- 0.2 , 2mRCC 2018 03 11.737 UT, R = 19.21 +/- 0.12, 50/70cm Further observations are required.",0.0,magnitud n ut r mrcc ut ha mrcc ut r cm n b ut r mrcc ut ha mrcc ut r cm observ requir
586,586,11427.0,"We have analysed the Swift/BAT data of the new transient MAXI J1820+070 (Atel #11399,#11400, #11403, #11404, #11406, #11418, #11420, #11421, #11423,#11424, #11425, #11425) collected from 2018-03-07 00:41:07 until 2018-03-15 06:20:58.",0.0,analys swift bat data new transient maxi j atel collect 
587,587,11438.0,"The optical follow-up observations of FRB 180301 (Price et al., ATel #11376) by GWAC_F60 telescope were made during 12:02:25 and 13:17:40 UT, Mar.",0.0,optic follow observ frb price et al atel gwac f telescop made ut mar
588,588,11440.0,Swift/XRT observed MAXI J1820+070 on 2018-03-16 between 03:01:32 and 03:17:56 UTC.,0.0,swift xrt observ maxi j utc
589,589,11470.0,"Mag Offset from Host ("") ASASSN-18gb 10:03:23.225 -26:10:56.37 2018-03-22.77 17.5 -8.3 258.52 Obs.",0,mag offset host asassn gb ob
590,590,11503.0,This OT was also detected by MASTER-IAC auto-detection system on 2018-04-04 06:01:15.291 UT with unfiltered m_OT= 16.0 and by MASTER-Amur on 2018-04-03 16:08:08.021 UT with unfiltered m_OT= 16.4 .,0.0,ot also detect master iac auto detect system ut unfilt ot master amur ut unfilt ot 
591,591,11510.0,The optical observation from UT 19:53:35 to 20:19:45 on April 1st 2018 is the only observation among three with enough exposure and short frame time to investigate variability on time scales of seconds or longer.,0.0,optic observ ut april st observ among three enough exposur short frame time investig variabl time scale second longer
592,592,11535.0,"There are previous outbursts in MASTER archive: Date_UT , Unfiltered_magnitude, Observatory 2013-06-14 20:21:27.922 16.6 (MASTER-Kislovodsk) 2014-03-28 20:15:30.452 16.7 (MASTER-Tunka) 2014-04-04 01:13:09 no OT with mlim=17.5 (MASTER-Kislovodsk) There is no USNO-B1 star (22m limit), but there were outbursts in 1990 (GSC 2.3.2 with only blue jmag=21.6 ) and in 2011 (Pan-STARR with red 21.58m) Spectral observations are required.",0.0,previou outburst master archiv date ut unfilt magnitud observatori master kislovodsk master tunka ot mlim master kislovodsk usno b star limit outburst gsc  blue jmag pan starr red spectral observ requir
593,593,11537.0,The OT is seen in 8 images (2018-04-16 02:32:37/04:38:26UT).,0.0,ot seen imag ut 
594,594,11566.0,"Following the reports of a new outburst of the accreting millisecond X-ray pulsar Swift J1756.9-2508 (ATel #11497, #11502, #11505, #11523), we performed ToO observations of this source with Astrosat for 21.4 ks on April 10, 2018 between 14:27:48 UTC and 15:41:39 UTC.",0.0,follow report new outburst accret millisecond x ray pulsar swift j atel perform observ sourc astrosat ks april utc utc
595,595,11590.0,"Using the Fermi-LAT data collected from 2018-04-30 00:00:00 to 23:25:53 UT, a strong gamma-ray source was detected at the nova position.",0.0,use fermi lat data collect ut strong gamma ray sourc detect nova posit
596,596,11602.0,"The OT is seen in 5 images: preliminary (automatic) MASTER photometry: Date_UT, unfiltered_mag+-0.1 2018-04-21 21:28:56 16.9 2018-04-27 23:02:40 17.4 2018-04-29 20:36:14 17.5 2018-04-29 20:30:22 17.6 We have about hundred reference images without OT since 2010-08-07 17:21:26, for example on 2017-01-28.65648 UT with unfiltered magnitude limit 20.2m.",0.0,ot seen imag preliminari automat master photometri date ut unfilt mag hundr refer imag without ot sinc exampl ut unfilt magnitud limit
597,597,11609.0,Observations in the high band (115-189 MHz) were carried out from 2018 April 27 02:32:33.0-04:32:33.0 UTC (MJD 58235.106-58235.189).,0.0,observ high band mhz carri april utc mjd 
598,598,11609.0,"MAXI J1820+070 was also observed by the Arcminute Microkelvin Imager Large Array (AMI-LA), simultaneously with LOFAR, between 2018 April 27 02:07:27.3-05:05:12.5 UTC (MJD 58235.089-58235.212).",0.0,maxi j also observ arcminut microkelvin imag larg array ami la simultan lofar april utc mjd 
599,599,11611.0,"Following this X-ray hardening, we performed ATCA radio observations of the source on 2018 May 03 21:46:09.9 UT to 22:39:09.9 UT (MJD 58241.92 +/- 0.02).",0.0,follow x ray harden perform atca radio observ sourc may ut ut mjd 
600,600,12318.0,The OT is seen in 3 images (2018-12-21 01:58:01-02:11:44.,0.0,ot seen imag 
601,601,12308.0,"MASTER ( Lipunov et al., ""MASTER Global Robotic Net"",Advances in Astronomy, 2010, 30L ) discovered possible Nova in M31 MASTER OT J003944.84+403535.5 (Kobtsev et al.ATel #12307) on There are unfiltered images without OT in MASTER databases with the following magnitude limits Date_UT unfiltered_mlim Observatory 2018-12-16 16:05:52UT 20.0 MASTER-Kislovodsk 2018-12-16 20:48:03UT 19.5 MASTER-IAC 2018-12-17 08:52:44UT 18.4 MASTER-Amur MASTER Global Robotic Net:",0.0,master lipunov et al master global robot net advanc astronomi l discov possibl nova master ot j kobtsev et alatel unfilt imag without ot master databas follow magnitud limit date ut unfilt mlim observatori ut master kislovodsk ut master iac ut master amur master global robot net
602,602,12306.0,The OT is seen in 4 images (01:39:06.425-02:34:28.147UT).,0.0,ot seen imag ut 
603,603,12297.0,"Based on reports of renewed radio activity from XTE J1810-197 (ATel #12284, #12285, #12288), we initiated a NuSTAR Director's Discretionary Time observation of the magnetar from UT 2018 Dec 13 03:59:08 to Dec 13 23:49:24 resulting in 21.9 ks of usable data.",0.0,base report renew radio activ xte j atel initi nustar director discretionari time observ magnetar ut dec dec result ks usabl data
604,604,12274.0,"Using online data from the ANTARES detector, we searched for muon neutrino events originating from the location of TXS 0506+056 over a 10-day time window (2018-11-27 00:00:00 UTC to 2018-12-07 00:00:00 UTC) including the gamma-ray flare period observed by MAGIC (ATel #12260) and the time period probed by IceCube (ATel #12267).The search was done in the sample of reconstructed tracks of particles propagating upward from below the horizon.",0.0,use onlin data antar detector search muon neutrino event origin locat tx day time window utc utc includ gamma ray flare period observ magic atel time period probe icecub atel search done sampl reconstruct track particl propag upward horizon
605,605,12267.0,The IceCube Collaboration ( ) reports: IceCube has performed a search for track-like muon neutrino events arriving from the position of TXS 0506+056 over the time window of one week (2018-11-27 00:00:00 UTC to 2018-12-04 00:00:00 UTC) motivated by recent MAGIC observations ( ).,0.0,icecub collabor report icecub perform search track like muon neutrino event arriv posit tx time window one week utc utc motiv recent magic observ 
606,606,12261.0,"Additional BR magnitudes are also available: 2018 12 03.725 UT, R = 18.02 &plusmn 0.07, 50/70cm Schmidt telescope 2018 12 03.736 UT, B = 17.92 &plusmn 0.03, 50/70cm Schmidt telescope This work was supported in part by the NSF Bulgaria grant DN18/10-11.12.2017 and Ministry of Education and Science of the Republic of Bulgaria, National RI Roadmap Project DO1-157/28.08.2018.",0.0,addit br magnitud also avail ut r plusmn cm schmidt telescop ut b plusmn cm schmidt telescop work support part nsf bulgaria grant dn ministri educ scienc republ bulgaria nation ri roadmap project 
607,607,12232.0,"We have reference images without OT on 2014-10-01.54326 UT with unfiltered magnitude limit 19.0m (MASTER-Amur), on 2018-10-18 23:13:57 with marginally seen OT << mlim=19.8 (MASTER-Kislovodsk), on without OT on 2018-09-22 17:48:45UT with mlim=18.7 (MASTER-Tunka).",0.0,refer imag without ot ut unfilt magnitud limit master amur margin seen ot mlim master kislovodsk without ot ut mlim master tunka 
608,608,12230.0,The PSN unfiltered discovery magnitude is m_PSN=16.7 There are 5 images with this OT in MASTER-Kislovodsk database between 2018-11-19 01:04:35.076-02:01:58.673UT.,0.0,psn unfilt discoveri magnitud psn imag ot master kislovodsk databas ut
609,609,12222.0,We obtained 14.1 ksec of NICER data between 2018 November 14 at 22:11:16 UTC and 2018 November 16 at 16:20:39 UTC (ATel #12219).,0.0,obtain ksec nicer data novemb utc novemb utc atel 
610,610,12219.0,We obtained 8.6 ksec of NICER data between 2018 November 14 at 22:11:16 UTC and 2018 November 15 at 15:36:13 UTC.,0.0,obtain ksec nicer data novemb utc novemb utc
611,611,12211.0,"There is MASTER automatic photometry for PKS J1153-1105 (at UT) 2018-11-14 07:55:40.37 18.9 +-0.2 MASTER-OAFA 2018-05-05 00:08:37.05 19.2 +-0.2 MASTER-OAFA 2018-02-17 05:20:08.72 19.6 +-0.3 MASTER-IAC 2017-07-07 23:51:44.93 17.3 +-0.1 MASTER-OAFA Reduction will be continued <center><a href="" "">List of Optical Transients discovered by MASTER</a></center> MASTER Global Robotic Net:",0.0,master automat photometri pk j ut master oafa master oafa master iac master oafa reduct continu center href list optic transient discov master center master global robot net
612,612,12210.0,The IceCube Collaboration ( ) reports: IceCube has performed a search for track-like muon neutrino events arriving from the position of Fermi J1153-1124 ( ) in a time window of 2 days (2018-11-10 00:00:00 UTC to 2018-11-13 00:00:00 UTC).,0.0,icecub collabor report icecub perform search track like muon neutrino event arriv posit fermi j time window day utc utc 
613,613,12201.0,"There are m_OT=18.8 on 2017-11-13 02:33:18.154UT, m_OT=18.6 on 2018-09-20 17:34:52.253UT, m_OT=16.5 on 2018-01-16 21:52:23.587UT (MASTER-Kislovodsk database), so current outburst amplitude is more then 2.9m (in one photometry system).",0.0,ot ut ot ut ot ut master kislovodsk databas current outburst amplitud one photometri system 
614,614,12165.0,"The OT is seen in 18 images (2018-11-02 22:06:01.573-23:50:24.848UT) We have reference images on 2017-10-22.80413UT 20.4m (MASTER-SAAO), and: Date_UT unfiltered_mlim MASTER-observatory 2018-09-21 03:58:38 18.5 MASTER-OAFA 2018-08-08 23:27:57 19.1 MASTER-Tavrida 2016-12-29 02:42:27 19.1 MASTER-OAFA 2016-09-24 02:07:18 20.1 MASTER-OAFA 2016-07-15 23:25:05 19.4 MASTER-Kislovodsk 2015-10-11 01:30:20 19.8 MASTER-IAC 2015-01-22 19:04:33 19.4 MASTER-SAAO 2014-11-14 21:08:11 19.6 MASTER-Kislovodsk 2013-12-24 15:30:18 18.5 MASTER-Kislovodsk 2009-08-28 22:22:50 19.0 MASTER_Kislovodsk_Rfilter(Johnson) Spectral observations are required.",0.0,ot seen imag ut refer imag ut master saao date ut unfilt mlim master observatori master oafa master tavrida master oafa master oafa master kislovodsk master iac master saao master kislovodsk master kislovodsk master kislovodsk rfilter johnson spectral observ requir
615,615,12156.0,"The OT is seen in the following images: Date, T_start_expos.UT, Unfiltered_magnitude, MASTER_Observatory 2018-10-16 19:05:56 17.8 MASTEr-Kislovodsk 2018-10-16 18:52:43 17.8 MASTER-Kislovodsk 2018-10-17 14:33:29 17.8 MASTER-Tunka 2018-10-17 14:23:25 17.8 MASTER-Tunka We have reference image without OT on 2016-02-23.67905 UT with unfiltered magnitude limit 18.5m.",0.0,ot seen follow imag date start exposut unfilt magnitud master observatori master kislovodsk master kislovodsk master tunka master tunka refer imag without ot ut unfilt magnitud limit
616,616,12146.0,The OT unfiltered magnitude are 2018-10-19 02:50:11.47 15.7m MASTER-SAAO 2018-10-25 02:22:32.389 16.3 MASTER-SAAO 2018-10-27.32896 UT 16.6 MASTER-OAFA.,0.0,ot unfilt magnitud master saao master saao ut master oafa
617,617,12091.0,"There are m_OT=19.4 on 2010-12-24 16:06:17.002UT (MASTER-Kislovodsk), m_OT=17.0 on 2013-11-05 12:33:51.674UT (MASTER-Tunka), m_OT=19.3 on 2014-07-30 18:38:38.855UT (MASTER-Tunka), m_OT=19.8 on 2016-09-27 01:24:00.054UT (MASTER-IAC), m_OT=19.5 on 2018-07-21 22:47:36.506UT (MASTER-SAAO), m_OT=19.0 on 2018-09-11 03:45:35.794UT (MASTER-IAC).",0.0,ot ut master kislovodsk ot ut master tunka ot ut master tunka ot ut master iac ot ut master saao ot ut master iac 
618,618,12090.0,"We have reference image without OT on 2017-11-23.29399 UT with 19.2m unfiltered magnitude limit (MASTER-OAFA), the nearest in time is reference image on 2018-09-21 00:49:34 with 2018-09-21 00:46:22 (MASTER-SAAO) with unfiltered mlim=20.0 There is no known optical sources in VIZIER database (22m POSS limit in history and more then 6.5m of current outburst amplitude, so as MASTER_W=0.2B+0.8R calibrated by USNO-B1 thousands field stars), but there is GALEX source Spectral observations are required.",0.0,refer imag without ot ut unfilt magnitud limit master oafa nearest time refer imag master saao unfilt mlim known optic sourc vizier databas poss limit histori current outburst amplitud master w b r calibr usno b thousand field star galex sourc spectral observ requir
619,619,12081.0,The OT is seen in 9 images (02:25:28.955-02:40:29.78UT).,0.0,ot seen imag ut 
620,620,12081.0,"We have reference image on 2015-03-18.89258 UT with unfiltered mlim=20.3m, on 2018-04-02 21:44:58 with mlim=19.4m (MASTER-SAAO), on 2018-09-24 09:22:51 with mlim=17.9(MASTER-OAFA).",0.0,refer imag ut unfilt mlim mlim master saao mlim master oafa 
